facility_id,facility_name,full_address,postal_code,snapshot_date,latitude,longitude
1,4S Eldercare Centre @ Eunos Crescent,31A Eunos Crescent #06-01 Singapore 401031,401031,3/12/2026,1.32003400022608,103.901616036213
2,AWWA Dementia Day Care Centre,123 Ang Mo Kio Avenue 6 #01-4035 Singapore 560123,560123,3/12/2026,1.37048118793194,103.844805800791
3,AWWA Dementia Day Care Centre @ Yishun,740 Yishun Avenue 5 #01-490 Singapore 760740,760740,3/12/2026,1.43012361713357,103.832153164362
4,Active Global @ Fernvale Glades,460 Sengkang West Way #01-02 Singapore 790460,790460,3/12/2026,1.3942609344157,103.869618891317
5,Active Global Ghim Moh Active Ageing Centre (Care),31A Ghim Moh Link #01-11 Singapore 272031,272031,3/12/2026,1.30932882169755,103.784354189521
6,Active Global Telok Blangah Active Ageing Centre (Care),92 Telok Blangah Street 31 #01-255 Singapore 100092,100092,3/12/2026,1.27621463534143,103.807644658523
7,All Saints Home (Tampines),11 Tampines Street 44 Singapore 529123,529123,3/12/2026,1.36120566987147,103.954116562454
8,All Saints Silver Lifestyle Club @ Yishun Central,2 Yishun Avenue 9 Yishun Polyclinic #01-02 Singapore 768898,768898,3/12/2026,1.43035851992416,103.839190698939
9,All Saints Silver Lifestyle Club @ Yishun Fern Grove,674 Yishun Avenue 4 #01-11 Singapore 760674,760674,3/12/2026,1.42013882092707,103.843103840166
10,Care Corner Active Ageing Hub @ Toa Payoh East,261A Toa Payoh East #01-03 Singapore 311261,311261,3/12/2026,1.33372621378708,103.855718395843
11,Care Corner Active Ageing Hub @ Toa Payoh West,131 Lorong 1 Toa Payoh #01-01 Singapore 310131,310131,3/12/2026,1.3379617298204,103.843250722733
12,Geylang East Home For The Aged Senior Care Centre,96 Aljunied Crescent #01-461 Singapore 380096,380096,3/12/2026,1.32165649786917,103.885423356978
13,Handicaps Welfare Association (HWA) (Jurong Point),1 Jurong West Central 2 Jurong Point Shopping Centre #04-03 Singapore 648886,648886,3/12/2026,1.3394520043632,103.706685012926
14,Home Nursing Foundation Wellness @ Buangkok,991B Buangkok Link Buangkok Square #01-251 Singapore 532991,532991,3/12/2026,1.38398477376889,103.882486324738
15,Home Nursing Foundation Wellness @ Hougang,35 Hougang Avenue 3 Hougang Community Club #04-01 Singapore 538840,538840,3/12/2026,1.36475124381247,103.892727994573
16,Hua Mei EPICC - Tiong Bahru,298 Tiong Bahru Road Central Plaza #15-01/06 Singapore 168730,168730,3/12/2026,1.28629937187776,103.828093503404
17,Hua Mei EPICC - Whampoa,300 Whampoa Drive Whampoa Community Club #02-30 Singapore 327737,327737,3/12/2026,1.32486749296569,103.85720121091
18,Jamiyah Senior Care Centre,130 West Coast Drive Jamiyah Nursing Home Singapore 127444,127444,3/12/2026,1.31113047034516,103.759443410427
19,Kwong Wai Shiu Care @ Jalan Besar,69 Jellicoe Road #02-01 #03-01 Singapore 208737,208737,3/12/2026,1.30800417471157,103.861786568352
20,Kwong Wai Shiu Care @ McNair,113 McNair Road Singapore 321113,321113,3/12/2026,1.32100686964356,103.85982430866
21,Kwong Wai Shiu Care @ Potong Pasir,51 Potong Pasir Avenue 1 Kwong Wai Shiu Hospital @ Potong Pasir Singapore 358400,358400,3/12/2026,1.33503582793654,103.863977651326
22,Kwong Wai Shiu Care @ St George,25 St. George's Lane #01-01 Singapore 320025,320025,3/12/2026,1.32227989942996,103.862088519793
23,Kwong Wai Shiu Hospital,705 Serangoon Road Singapore 328127,328127,3/12/2026,1.31799485288765,103.859085390156
24,Kwong Wai Shiu Hospital @ Potong Pasir,51 Potong Pasir Avenue 1 Singapore 358400,358400,3/12/2026,1.33503582793654,103.863977651326
25,Kwong Wai Shiu Senior Care Centre,705 Serangoon Road Kwong Wai Shiu Hospital Singapore 328127,328127,3/12/2026,1.31799485288765,103.859085390156
26,Lentor Senior Care Centre @ Macpherson,2 MacPherson Walk Singapore 369573,369573,3/12/2026,1.33270864756927,103.887419618418
27,Lentor Senior Care Centre @ West Coast,151 West Coast Crescent Singapore 129650,129650,3/12/2026,1.30129217999531,103.764003175913
28,Lions Home for the Elders Senior Care Centre Bishan,9 Bishan Street 13 Singapore 579804,579804,3/12/2026,1.34934739469977,103.853549241993
29,MWS Senior Care Centre @ Eunos,1 Chin Cheng Avenue Eunos Polyclinic #01-02 Singapore 429400,429400,3/12/2026,1.31733758533419,103.905777145209
30,Man Fatt Lam Elderly Joy Day Centre,20 Jalan Langgar Bedok Singapore 468584,468584,3/12/2026,1.32642593993115,103.950110341186
31,Man Fut Tong Ho Yuen Hoe Senior Care Centre,14F Richards Avenue Man Fut Tong Old People's Home Singapore 546416,546416,3/12/2026,1.36112755877506,103.882611222529
32,Man Fut Tong Nursing Home,20 Woodlands Street 82 Singapore 738507,738507,3/12/2026,1.44349709682126,103.790429082114
33,Montessori Seniors Ltd,1 Kay Siang Road #04-10 Singapore 248922,248922,3/12/2026,1.29602160157967,103.815564059488
34,Muhammadiyah Health and Day Care Centre,10 Eunos Crescent Singapore 400010,400010,3/12/2026,1.32228655863065,103.902720513959
35,NTUC Health Active Ageing Centre (Care) @ Bukit Batok West,439 Bukit Batok West Avenue 8 #01-01 Singapore 650439,650439,3/12/2026,1.35735758102665,103.739983046884
36,NTUC Health Active Ageing Centre (Care) @ Bukit Merah Silat,141 Jalan Bukit Merah #01-1172 Singapore 160141,160141,3/12/2026,1.27714559744846,103.828738908605
37,NTUC Health Active Ageing Centre (Care) @ Jurong Central Plaza,493 Jurong West Street 41 #02-01 Singapore 640493,640493,3/12/2026,1.34896996021593,103.724938358616
38,NTUC Health Active Ageing Centre (Care) @ Kampung Admiralty,676 Woodlands Drive 71 #06-01 Singapore 730676,730676,3/12/2026,1.43974951798078,103.800720711621
39,NTUC Health Active Ageing Centre (Care) @ Tampines,1 Tampines Street 22 Level 1 Singapore 529367,529367,3/12/2026,1.34965003102913,103.95141650923
40,NTUC Health Active Ageing Centre (Care) @ Wisma Geylang Serai,1 Engku Aman Turn Wisma Geylang Serai #03-04 Singapore 408528,408528,3/12/2026,1.31649443408571,103.896941669743
41,NTUC Health Day Centre for Seniors @ Boon Lay,216 Boon Lay View #01-05 Singapore 640216,640216,3/12/2026,1.34967446991628,103.711680539382
42,NTUC Health Day Centre for Seniors @ Chai Chee,35 Chai Chee Street Level 2 Singapore 468984,468984,3/12/2026,1.32805675950308,103.92165835022
43,NTUC Health Day Centre for Seniors @ Ci Yuan,51 Hougang Avenue 9 Ci Yuan Community Club #03-01 Singapore 538776,538776,3/12/2026,1.37532253773567,103.88293193004
44,NTUC Health Day Centre for Seniors @ Dakota Crescent,62 Dakota Crescent #01-315 Singapore 390062,390062,3/12/2026,1.3076509314131,103.889069356653
45,NTUC Health Day Centre for Seniors @ Fengshan,91 Bedok North Street 4 #01-1527 Singapore 460091,460091,3/12/2026,1.33254881363421,103.940369649715
46,NTUC Health Day Centre for Seniors @ Geylang East,25 Geylang East Central Level 3 Singapore 389708,389708,3/12/2026,1.31952569099753,103.887743408202
47,NTUC Health Day Centre for Seniors @ Heartbeat@Bedok,11 Bedok North Street 1 Heartbeat @ Bedok Singapore 469662,469662,3/12/2026,1.32662388643563,103.931806159881
48,NTUC Health Day Centre for Seniors @ Henderson,95B/95C Henderson Road City Vue @Henderson #01-22/40 Singapore 152095,152095,3/12/2026,1.28697703899167,103.821558832304
49,NTUC Health Day Centre for Seniors @ Jurong Central,402 Jurong West Street 42 #01-525 Singapore 640402,640402,3/12/2026,1.35339365971468,103.722445654654
50,NTUC Health Day Centre for Seniors @ Jurong Spring,6B Jurong West Street 52 Level 1 Singapore 649298,649298,3/12/2026,1.34805416411481,103.718222317106
51,NTUC Health Day Centre for Seniors @ Jurong West,50 Jurong West Street 93 NTUC Health Nursing Home Level 2 Singapore 648967,648967,3/12/2026,1.3409838595441,103.691488781197
52,NTUC Health Day Centre for Seniors @ Marsiling,172 Woodlands Street 13 #01-303-315 Singapore 730172,730172,3/12/2026,1.43398859274828,103.777490482198
53,NTUC Health Day Centre for Seniors @ May Wong Social Centre,117 Bukit Merah View #01-201 Singapore 151117,151117,3/12/2026,1.28430105508162,103.821907213378
54,NTUC Health Day Centre for Seniors @ Pasir Ris Central,112 Pasir Ris Street 11 #01-657 Singapore 510112,510112,3/12/2026,1.36770577441558,103.955796373988
55,NTUC Health Day Centre for Seniors @ Pasir Ris,12 Pasir Ris Walk NTUC Health Nursing Home (Pasir Ris) #01-01 Singapore 518063,518063,3/12/2026,1.36996093238292,103.964336919348
56,NTUC Health Day Centre for Seniors @ Punggol South,571 Hougang Street 51 #01-119 Singapore 530571,530571,3/12/2026,1.37843343810997,103.888023147529
57,NTUC Health Day Centre for Seniors @ Radin Mas,51 Telok Blangah Crescent Radin Mas Community Club #03-01 Singapore 098917,098917,3/12/2026,1.27580647025274,103.819844388996
58,NTUC Health Day Centre for Seniors @ Serangoon Central,264 Serangoon Central Braddell Heights Community Hub #01-207 Singapore 550264,550264,3/12/2026,1.35227408330171,103.872103199544
59,NTUC Health Day Centre for Seniors @ Taman Jurong,349 Corporation Drive #01-502 Singapore 610349,610349,3/12/2026,1.33953419646662,103.719166865639
60,NTUC Health Day Centre for Seniors @ Toa Payoh,169 Toa Payoh Lorong 1 #01-1052 Singapore 310169,310169,3/12/2026,1.33172599846081,103.842799470193
61,New Horizon Centre @ Bukit Batok,511 Bukit Batok Street 52 #01-211 Singapore 650511,650511,3/12/2026,1.35272298040763,103.753796440794
62,New Horizon Centre @ Jurong Point,1 Jurong West Central 2 Jurong Point Shopping Centre #04-04 Singapore 648886,648886,3/12/2026,1.3394520043632,103.706685012926
63,New Horizon Centre @ Tampines,362 Tampines Street 34 #01-377 Singapore 520362,520362,3/12/2026,1.35625122843632,103.961576641177
64,New Horizon Centre @ Toa Payoh,157 Lor 1 Toa Payoh #01-1195 Singapore 310157,310157,3/12/2026,1.33220626321248,103.845452861739
65,Orange Valley Active Ageing Centre (Care) @ Alkaff Crescent,115C Alkaff Crescent #03-01 Singapore 343115,343115,3/12/2026,1.33722847497236,103.872886634076
66,Peacehaven Changi Day Centre,7 Upper Changi Road North Singapore 507705,507705,3/12/2026,1.35335604808437,103.965152777265
67,REACH Senior Care Centre @ Senja Valley,645 Senja Close #01-01 Singapore 670645,670645,3/12/2026,1.38876678784691,103.763383747539
68,Ren Ci AAC (Care) @ Bukit Batok St 52,31 Bukit Batok Street 52 Renci @ Bukit Batok Street 52 Singapore 659251,659251,3/12/2026,1.35499119318065,103.75155979178
69,Ren Ci Community Hospital,71 Irrawaddy Road Singapore 329562,329562,3/12/2026,1.3228845004622,103.845973302636
70,Ren Ci Senior Care Centre @ Ang Mo Kio,10 Ang Mo Kio Avenue 8 Singapore 567727,567727,3/12/2026,1.36082826387545,103.853272623391
71,Ren Ci Senior Care Centre @ Bukit Batok St 52,31 Bukit Batok Street 52 Singapore 659251,659251,3/12/2026,1.35499119318065,103.75155979178
72,Ren Ci Senior Care Centre @ Woodlands,17 Woodlands Drive 17 Woodlands Health Campus Tower E Singapore 737628,737628,3/12/2026,1.42468138298223,103.794743820819
73,SASCO @ Telok Blangah,30 Telok Blangah Rise #01-316 Singapore 090030,090030,3/12/2026,1.27298528304053,103.820252009798
74,SASCO Hong Kah North Day Care Centre,337 Bukit Batok Street 34 #01-06 Singapore 650337,650337,3/12/2026,1.36348296381773,103.749393361059
75,SASCO @ Jurong West,715 Jurong West Street 71 #01-47 Singapore 640715,640715,3/12/2026,1.34374461019775,103.696418783167
76,SASCO @ West Coast,704 West Coast Road #01-431 Singapore 120704,120704,3/12/2026,1.30634750622019,103.760538027126
77,SBWS Fu Hui Golden Care Centre,19 Compassvale Walk Fu Hui Link Singapore 544644,544644,3/12/2026,1.38938377954597,103.900255757851
78,SNM Carelight Senior Care Centre,141 Bedok Reservoir Road #01-1529 Singapore 470141,470141,3/12/2026,1.33530647237824,103.913462151262
79,SPARKLE CARE @ CHANGI SIMEI,120 Simei Street 1 #01-476 Singapore 520120,520120,3/12/2026,1.34488867578581,103.953241348812
80,SPD Canberra Senior Care Centre,21 Canberra Link #02-03 Singapore 756973,756973,3/12/2026,1.44826336410158,103.82276363189
81,SPD Melody Spring Yishun Senior Care Centre,477B Yishun Street 44 Singapore 762477,762477,3/12/2026,1.42750860515623,103.852710284836
82,SPD @ Toa Payoh,249 Kim Keat Link #01-83 Singapore 310249,310249,3/12/2026,1.33131573283592,103.85665702204
83,ST ANDREWS SENIOR CARE CENTRE QUEENSTOWN,11 Jalan Penjara Singapore 149380,149380,3/12/2026,1.29815242110398,103.80803988653
84,ST ANDREWS SENIOR CARE JOY CONNECT,5 Beach Road #01-4919 Singapore 190005,190005,3/12/2026,1.30434622893363,103.864815778098
85,ST LUKES ELDERCARE LTD - ONE PUNGGOL,1 Punggol Drive #04-06 Singapore 828629,828629,3/12/2026,1.4086677649755,103.905220612757
86,ST ANDREWS SENIOR CARE TAMPINES NORTH,10 Tampines Street 62 SANH Tampines North Singapore 528519,528519,3/12/2026,1.36684255098154,103.942240694514
87,ST LUKES ELDERCARE - JURONG EAST,327 Jurong East Street 31 #01-74 Singapore 600327,600327,3/12/2026,1.34912317741666,103.72898614528
88,ST LUKES ELDERCARE - KEAT HONG,801 Keat Hong Close #01-02 Singapore 680801,680801,3/12/2026,1.37524979404042,103.743448796988
89,ST LUKES ELDERCARE - SERANGOON CENTRE,217 Serangoon Avenue 4 #01-156 Singapore 550217,550217,3/12/2026,1.35763504826187,103.87209077271
90,ST LUKES ELDERCARE - TAMPINES CENTRE,101 Tampines Street 11 #01-013 Singapore 521101,521101,3/12/2026,1.34740034584157,103.945294915705
91,ST LUKES ELDERCARE - TELOK BLANGAH CENTRE,33 Telok Blangah Way #01-1038 Singapore 090033,090033,3/12/2026,1.27436196353296,103.822184004574
92,ST LUKES ELDERCARE - WHAMPOA CENTRE,97 Whampoa Drive #01-222 Singapore 320097,320097,3/12/2026,1.32128020862279,103.854938084831
93,ST LUKES ELDERCARE CENTRE @ ANG MO KIO POLYCLINIC,21 Ang Mo Kio Central 2 Ang Mo Kio Polyclinic #02-01 Singapore 569666,569666,3/12/2026,1.3743245905856,103.845677779279
94,ST LUKES ELDERCARE CENTRE @ HOUGANG MEADOW,364 Upper Serangoon Road #01-02 Singapore 530364,530364,3/12/2026,1.37009516179177,103.897233510592
95,ST LUKES ELDERCARE CENTRE @ KEBUN BARU,216 Ang Mo Kio Avenue 4 Kebun Baru Community Club Singapore 569897,569897,3/12/2026,1.37300750160253,103.837612421294
96,ST LUKES ELDERCARE CENTRE @ MARINE PARADE,86 Marine Parade Central #01-670 Singapore 440086,440086,3/12/2026,1.30173721675884,103.906754510468
97,ST LUKES ELDERCARE CENTRE @ SUMANG,222 Sumang Lane #01-01 Singapore 820222,820222,3/12/2026,1.40111268213054,103.894269098915
98,ST LUKES ELDERCARE CENTRE - RIVERVALE,164 Rivervale Crescent #01-01 Singapore 540164,540164,3/12/2026,1.38930506623143,103.907598607934
99,ST LUKES ELDERCARE LTD - BUKIT BATOK,168 Bukit Batok West Avenue 8 Singapore 650168,650168,3/12/2026,1.34717025311255,103.741298523595
100,SWAMI Dementia Day Care,5 Sembawang Walk SWAMI Home For The Aged Singapore 757717,757717,3/12/2026,1.44006607040064,103.824060541138
101,Senior Care Centre @ Sunlove Central,70 Buangkok View Buangkok Green Medical Park Singapore 534190,534190,3/12/2026,1.38054167108631,103.885160017675
102,Sheng Hong Active Ageing Centre (Care) @ Sennett,175 Macpherson Road Singapore 348537,348537,3/12/2026,1.33020804167321,103.874549888013
103,Singapore Buddhist Welfare Services,105 Punggol Road Singapore 546636,546636,3/12/2026,1.37989315515515,103.896275540621
104,Sparkle Care @ Braddell Heights,307 Serangoon Avenue 2 Chuan Village Singapore 550307,550307,3/12/2026,1.35462817749301,103.867068733428
105,Sparkle Care @ Bukit Panjang,422 Fajar Road #01-511 Singapore 670422,670422,3/12/2026,1.38501326288105,103.769678527968
106,Sparkle Care @ Eunos,650 Jalan Tenaga Eunos Damai Ville #01-22 Singapore 410650,410650,3/12/2026,1.3318679857149,103.907573911026
107,Sparkle Care @ Kreta Ayer,4 Sago Lane #03-115 Singapore 050004,050004,3/12/2026,1.28180062242257,103.842908159495
108,Sparkle Care @ Serangoon,109 Serangoon North Avenue 1 #01-641 Singapore 550109,550109,3/12/2026,1.36943351823831,103.870511407041
109,Sparkle Care @ Shunfu,313 Shunfu Road Shunfu Gardens #01-287 Singapore 570313,570313,3/12/2026,1.35147881263426,103.837185216121
110,Sparkle Care @ Tampines East,209 Tampines Street 21 #01-1325 Singapore 520209,520209,3/12/2026,1.35191743647505,103.952832223103
111,Sparkle Care @ Yew Tee,625 Choa Chu Kang Street 62 #01-206 Singapore 680625,680625,3/12/2026,1.39863065232743,103.746034051085
112,Sree Narayana Mission Senior Care Centre @ Woodlands,861 Woodlands Street 83 Singapore 730861,730861,3/12/2026,1.43966015258891,103.795235776713
113,St Andrews Senior Care @ Dover,28 Dover Avenue Singapore 139791,139791,3/12/2026,1.3063019470699,103.781545028445
114,St Andrews Senior Care @ Henderson,303 Henderson Road Singapore 108925,108925,3/12/2026,1.27092570676738,103.812125318625
115,St Andrews Senior Care @ Hillview,4 Hillview Rise Hillv2 #02-22 Singapore 667979,667979,3/12/2026,1.36267450828024,103.76417292006
116,St Andrews Senior Care @ Tampines Central,1 Tampines Walk Our Tampines Hub #04-33 Singapore 528523,528523,3/12/2026,1.35354740485205,103.940381104547
117,St Hilda's Community Services Centre,10 Jalan Batu #01-146 Singapore 431010,431010,3/12/2026,1.30204488252463,103.882887148325
118,St John Singapore,420 Beach Road Singapore 199582,199582,3/12/2026,1.30169928330703,103.863486455209
119,St Lukes ElderCare Active Ageing Centre (Care) @ Anchorvale,353 Anchorvale Lane #01-01 Singapore 540353,540353,3/12/2026,1.39315967650223,103.88565992411
120,St Lukes ElderCare Active Ageing Centre (Care) @ Bishan,152B Bishan Street 11 Golden Jasmine #01-271 Singapore 572152,572152,3/12/2026,1.3453342006773,103.854098182349
121,St Lukes ElderCare Active Ageing Centre (Care) @ Northshore,417 Northshore Drive #01-02/03 Singapore 820417,820417,3/12/2026,1.41741430696277,103.900744398319
122,St Lukes Eldercare Residence @ Ang Mo Kio,2 Ang Mo Kio Street 23 Singapore 569341,569341,3/12/2026,1.36935843904972,103.840276840159
123,St Lukes Eldercare - Active Ageing Centre (Care) @ Teck Whye Vista,153 Jalan Teck Whye #03-151 Singapore 680153,680153,3/12/2026,1.37915123926616,103.758554890844
124,St Lukes Eldercare Centre @ Ang Mo Kio,2 Ang Mo Kio Street 23 Singapore 569341,569341,3/12/2026,1.36935843904972,103.840276840159
125,St Andrews Senior Care @ Bedok North,222C Bedok North Drive #01-66 Singapore 463222,463222,3/12/2026,1.3241279645869,103.9280621579
126,St Andrews Senior Care @ Bedok South,152A Bedok South Road #02-01/02 Singapore 461152,461152,3/12/2026,1.31767817684758,103.947397456277
127,St Lukes Eldercare - Ayer Rajah Centre,150A Pandan Gardens #01-01 Singapore 609342,609342,3/12/2026,1.3212933695135,103.747648912115
128,St Lukes Eldercare - Bukit Timah Centre,310 Clementi Avenue 4 Clementi Meadows #01-263 Singapore 120310,120310,3/12/2026,1.32027016006349,103.765944899873
129,St Lukes Eldercare - Changkat Centre,350 Tampines Street 33 #01-3438 Singapore 520350,520350,3/12/2026,1.35380661871004,103.962935246726
130,St Lukes Eldercare - Clementi Centre,602 Clementi West Street 1 #01-25 Singapore 120602,120602,3/12/2026,1.30512415125823,103.766300972142
131,St Lukes Eldercare - Golden Years Centre,831 Hougang Central #01-1506 Singapore 530831,530831,3/12/2026,1.37131564445886,103.889932276881
132,St Lukes Eldercare - Hougang Centre,126 Hougang Avenue 1 #01-1506 Singapore 530126,530126,3/12/2026,1.35223030818128,103.885711060613
133,St Lukes Eldercare Ltd - Chong Pang,113 Yishun Ring Road #01-457 Singapore 760113,760113,3/12/2026,1.43513580201461,103.828873241093
134,St Lukes Eldercare Ltd - Nee Soon Central,766 Yishun Avenue 3 #01-295 Singapore 760766,760766,3/12/2026,1.42470239952978,103.833949786818
135,St Lukes Eldercare Ltd - Nee Soon East,260 Yishun Street 22 #01-97 Singapore 760260,760260,3/12/2026,1.43547754128002,103.839276532996
136,Sunlove Senior Care Centre @ Ang Mo Kio,557 Ang Mo Kio Avenue 10 Cheng San Place #01-1874 Singapore 560557,560557,3/12/2026,1.3716257020332,103.857736107527
137,Sunshine Welfare Action Mission (SWAMI),5 Sembawang Walk SWAMI Home For The Aged Singapore 757717,757717,3/12/2026,1.44006607040064,103.824060541138
138,THK SCC @ Kaki Bukit / Bedok North,534 Bedok North Street 3 #01-814 Singapore 460534,460534,3/12/2026,1.33303698213001,103.924812248346
139,The Salvation Army Peacehaven @ Bedok Arena,187 Bedok North Street 4 #01-02 Singapore 460187,460187,3/12/2026,1.33083543731954,103.940641339343
140,The Salvation Army Peacehaven @ Jade Circle ARENA,9 Upper Changi Road North Singapore 507706,507706,3/12/2026,1.35389600361647,103.964576302741
141,The Salvation Army Peacehaven @ Bedok Day Centre,121 Bedok North Road #01-161 Singapore 460121,460121,3/12/2026,1.32964201790706,103.938821071117
142,Thong Teck Home,91 Geylang East Avenue 2 Singapore 389759,389759,3/12/2026,1.31875532288788,103.888271564541
143,Tsao Foundation,298 Tiong Bahru Road Central Plaza #15-01 Singapore 168730,168730,3/12/2026,1.28629937187776,103.828093503404
144,Vanguard Senior Care @ Senja,50 Woodlands Road Singapore 677726,677726,3/12/2026,1.38271254101906,103.760166444878
145,Vanguard Senior Care @ Woodlands,2 Woodlands Rise Woodlands Care Home Singapore 737749,737749,3/12/2026,1.44612881154559,103.804589469079
146,Vanguard Senior Care Centre @ Bukit Batok,11 Bukit Batok West Avenue 9 Bukit Batok Care Home Singapore 657995,657995,3/12/2026,1.35387904859721,103.740677712222
147,Vanguard Senior Care Centre @ Tampines,31 Tampines Street 61 Tampines Care Home Singapore 528564,528564,3/12/2026,1.36331863244646,103.937077670351
148,Yong-En Care Centre,335A Smith Street #03-57 Singapore 051335,051335,3/12/2026,1.28211630828089,103.842845624261
